Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
10/11/2024,2024,BMW 3 Series,230745,5,North America,Canada,Dealership
20/11/2024,2024,BMW 7 Series,120989,1,North America,Canada,Wholesale
28/10/2024,2024,BMW i4,197709,3,North America,Canada,Dealership
26/10/2024,2024,BMW 5 Series,79190,1,North America,Canada,Wholesale
21/11/2024,2024,BMW 4 Series,500368,8,North America,Canada,Online
01/07/2024,2024,BMW X5,240073,3,North America,Canada,Dealership
03/01/2024,2024,BMW X5,354785,5,North America,Canada,Dealership
11/08/2024,2024,BMW 4 Series,174125,3,North America,Canada,Online
16/01/2024,2024,BMW 3 Series,89013,2,North America,Canada,Dealership
07/12/2024,2024,BMW 2 Series,208466,4,North America,Canada,Wholesale
17/11/2024,2024,BMW 5 Series,234698,4,North America,Canada,Online
08/07/2024,2024,BMW X3,297448,5,North America,Canada,Wholesale
26/05/2024,2024,BMW 4 Series,364894,6,North America,Canada,Online
27/01/2024,2024,BMW X5,342381,4,North America,Canada,Online
13/01/2024,2024,BMW X3,309994,5,North America,Canada,Online
16/05/2024,2024,BMW 8 Series,211117,2,North America,Canada,Online
28/06/2024,2024,BMW X1,166799,4,North America,Canada,Wholesale
26/10/2024,2024,BMW 5 Series,389302,5,North America,Canada,Wholesale
15/09/2024,2024,BMW X3,400955,7,North America,Canada,Wholesale
09/06/2024,2024,BMW X3,282502,6,North America,Canada,Online
24/02/2024,2024,BMW X7,292167,3,North America,Canada,Dealership
09/06/2024,2024,BMW X3,201729,4,North America,Canada,Online
21/08/2024,2024,BMW 3 Series,336134,6,North America,Canada,Online
07/05/2024,2024,BMW 2 Series,144056,3,North America,Canada,Wholesale
08/09/2024,2024,BMW X1,162180,4,North America,Canada,Online
25/11/2024,2024,BMW M4,466356,5,North America,Canada,Dealership
03/08/2024,2024,BMW M3,226521,3,North America,Canada,Dealership
03/05/2024,2024,BMW 3 Series,334433,7,North America,Canada,Dealership
16/09/2024,2024,BMW X5,314963,4,North America,Canada,Online
05/11/2024,2024,BMW X5,416048,6,North America,Canada,Online
03/05/2024,2024,BMW 4 Series,209796,4,North America,Canada,Dealership
25/09/2024,2024,BMW X1,120130,3,North America,Mexico,Online
20/04/2024,2024,BMW X1,216196,5,North America,Mexico,Wholesale
14/03/2024,2024,BMW X1,262996,6,North America,Mexico,Wholesale
20/04/2024,2024,BMW 3 Series,172942,3,North America,Mexico,Dealership
10/04/2024,2024,BMW M2,188060,3,North America,Mexico,Online
01/03/2024,2024,BMW X5,405594,5,North America,Mexico,Dealership
07/09/2024,2024,BMW M5,235692,2,North America,Mexico,Online
24/08/2024,2024,BMW X3,103701,2,North America,Mexico,Wholesale
13/05/2024,2024,BMW X1,129896,3,North America,Mexico,Online
17/10/2024,2024,BMW X5,222428,3,North America,Mexico,Wholesale
23/07/2024,2024,BMW X3,234466,5,North America,Mexico,Dealership
13/05/2024,2024,BMW 3 Series,392036,7,North America,Mexico,Online
14/04/2024,2024,BMW X4,199337,3,North America,Mexico,Dealership
03/07/2024,2024,BMW 2 Series,120875,3,North America,Mexico,Online
13/01/2024,2024,BMW X3,282868,6,North America,Mexico,Dealership
22/04/2024,2024,BMW 4 Series,157437,3,North America,Mexico,Dealership
15/08/2024,2024,BMW X1,249450,6,North America,Mexico,Dealership
22/07/2024,2024,BMW 4 Series,270119,5,North America,Mexico,Online
18/10/2024,2024,BMW X7,329175,4,North America,Mexico,Dealership
27/06/2024,2024,BMW X3,504363,10,North America,Mexico,Online
07/09/2024,2024,BMW 1 Series,144589,4,North America,Mexico,Online
24/04/2024,2024,BMW X1,230986,6,North America,Mexico,Wholesale
24/07/2024,2024,BMW 2 Series,93156,2,North America,Mexico,Wholesale
24/09/2024,2024,BMW X3,443637,9,North America,Mexico,Dealership
05/07/2024,2024,BMW 2 Series,154817,3,North America,Mexico,Online
20/08/2024,2024,BMW X1,243759,5,North America,Mexico,Dealership
04/09/2024,2024,BMW 3 Series,588195,11,North America,Mexico,Online
18/05/2024,2024,BMW X5,499542,6,North America,Mexico,Dealership
30/01/2024,2024,BMW 5 Series,191557,3,North America,Mexico,Dealership
31/08/2024,2024,BMW X1,191383,4,North America,Mexico,Dealership
20/03/2024,2024,BMW M4,171819,2,North America,Mexico,Online
16/12/2024,2024,BMW X3,382770,6,North America,Mexico,Online
18/12/2024,2024,BMW 1 Series,228788,6,North America,Mexico,Dealership
31/12/2024,2024,BMW 2 Series,202871,5,North America,Mexico,Online
29/04/2024,2024,BMW 4 Series,249265,5,North America,Mexico,Dealership
20/08/2024,2024,BMW X4,216769,4,North America,Mexico,Dealership
23/01/2024,2024,BMW X1,202016,5,North America,Mexico,Wholesale
16/07/2024,2024,BMW 7 Series,287140,3,North America,Mexico,Dealership
28/07/2024,2024,BMW X1,164106,4,North America,Mexico,Dealership
23/11/2024,2024,BMW 5 Series,198361,3,North America,Mexico,Online
11/03/2024,2024,BMW 2 Series,156351,3,North America,Mexico,Online
20/01/2024,2024,BMW X3,105829,2,North America,Mexico,Online
27/06/2024,2024,BMW 2 Series,79753,2,North America,Mexico,Dealership
29/03/2024,2024,BMW X1,139794,3,North America,Mexico,Wholesale
24/08/2024,2024,BMW X3,354035,7,North America,Mexico,Online
08/09/2024,2024,BMW 3 Series,311332,7,North America,Mexico,Online
16/11/2024,2024,BMW M2,206839,3,North America,Mexico,Dealership
17/06/2024,2024,BMW X2,80618,2,North America,Mexico,Dealership
18/07/2024,2024,BMW i4,239942,4,North America,Mexico,Dealership
08/03/2024,2024,BMW 5 Series,73745,1,North America,Mexico,Wholesale
20/07/2024,2024,BMW 3 Series,260566,6,North America,Mexico,Wholesale
28/09/2024,2024,BMW 3 Series,320051,7,North America,Mexico,Dealership
09/02/2024,2024,BMW 3 Series,311408,6,North America,Mexico,Dealership
10/07/2024,2024,BMW X3,461857,8,North America,Mexico,Dealership
10/05/2024,2024,BMW 3 Series,496439,10,North America,Mexico,Dealership
07/03/2024,2024,BMW 2 Series,78752,2,North America,Mexico,Online
14/03/2024,2024,BMW i4,181705,3,North America,Mexico,Online
10/02/2024,2024,BMW 1 Series,39634,1,North America,Mexico,Dealership
12/06/2024,2024,BMW 3 Series,422240,9,North America,Mexico,Dealership
27/06/2024,2024,BMW 3 Series,267669,6,North America,Mexico,Online
26/01/2024,2024,BMW 3 Series,285104,6,North America,Mexico,Dealership
02/03/2024,2024,BMW X3,464724,8,North America,Mexico,Online
08/10/2024,2024,BMW 3 Series,217914,5,North America,Mexico,Online
14/07/2024,2024,BMW X3,338220,6,North America,Mexico,Dealership
12/10/2024,2024,BMW 1 Series,202842,7,North America,Mexico,Wholesale
05/10/2024,2024,BMW 5 Series,177123,3,North America,Mexico,Wholesale
03/07/2024,2024,BMW 5 Series,302558,5,North America,Mexico,Online
25/05/2024,2024,BMW 3 Series,471348,10,North America,Mexico,Dealership
28/09/2024,2024,BMW 1 Series,123471,4,North America,Mexico,Online
05/04/2024,2024,BMW X1,168313,4,North America,Mexico,Online
03/08/2024,2024,BMW 1 Series,270629,7,North America,Mexico,Wholesale
03/11/2024,2024,BMW iX,101452,1,North America,Mexico,Online
07/09/2024,2024,BMW X4,177888,3,North America,Mexico,Dealership
01/08/2024,2024,BMW X5,221133,3,North America,Mexico,Wholesale
25/06/2024,2024,BMW 3 Series,261411,6,North America,Mexico,Online
24/07/2024,2024,BMW X4,112495,2,North America,Mexico,Online
15/11/2024,2024,BMW 3 Series,387884,8,North America,Mexico,Dealership
08/03/2024,2024,BMW M4,78230,1,North America,Mexico,Online
21/01/2024,2024,BMW 5 Series,155658,2,North America,Mexico,Wholesale
06/12/2024,2024,BMW 3 Series,403749,7,North America,Mexico,Wholesale
22/08/2024,2024,BMW M3,249032,3,North America,Mexico,Online
07/07/2024,2024,BMW M4,270205,3,North America,Mexico,Online
20/05/2024,2024,BMW X1,239068,6,North America,Mexico,Online
28/03/2024,2024,BMW 2 Series,46713,1,North America,Mexico,Online
29/11/2024,2024,BMW 5 Series,234412,4,North America,Mexico,Online
24/08/2024,2024,BMW iX,282855,3,North America,Mexico,Wholesale
23/07/2024,2024,BMW 1 Series,212439,5,North America,Mexico,Dealership
03/07/2024,2024,BMW X3,530196,9,North America,Mexico,Online
10/09/2024,2024,BMW X5,469226,7,North America,Mexico,Online
27/12/2024,2024,BMW 7 Series,257975,2,North America,Mexico,Wholesale
20/01/2024,2024,BMW 3 Series,355762,8,North America,Mexico,Wholesale
11/08/2024,2024,BMW 2 Series,191829,4,Europe,Germany,Dealership
25/10/2024,2024,BMW 1 Series,306115,8,Europe,Germany,Online
16/08/2024,2024,BMW M3,354716,4,Europe,Germany,Dealership
04/10/2024,2024,BMW M3,390150,5,Europe,Germany,Dealership
02/06/2024,2024,BMW 5 Series,612886,9,Europe,Germany,Online
20/01/2024,2024,BMW iX,309847,3,Europe,Germany,Dealership
20/02/2024,2024,BMW X1,198358,5,Europe,Germany,Online
25/05/2024,2024,BMW 3 Series,842295,15,Europe,Germany,Wholesale
30/06/2024,2024,BMW 5 Series,630042,11,Europe,Germany,Online
17/02/2024,2024,BMW 1 Series,440574,12,Europe,Germany,Dealership
31/08/2024,2024,BMW X1,160178,4,Europe,Germany,Online
23/07/2024,2024,BMW X3,231808,4,Europe,Germany,Online
21/03/2024,2024,BMW iX,828625,8,Europe,Germany,Dealership
20/04/2024,2024,BMW X1,347647,8,Europe,Germany,Wholesale
03/04/2024,2024,BMW 3 Series,486581,9,Europe,Germany,Online
19/03/2024,2024,BMW X1,280380,6,Europe,Germany,Dealership
19/05/2024,2024,BMW X3,106271,2,Europe,Germany,Dealership
17/04/2024,2024,BMW X3,520884,9,Europe,Germany,Dealership
17/03/2024,2024,BMW X1,538929,14,Europe,Germany,Online
26/09/2024,2024,BMW M5,243057,2,Europe,Germany,Online
05/10/2024,2024,BMW 1 Series,271180,9,Europe,Germany,Online
17/03/2024,2024,BMW X3,237573,5,Europe,Germany,Online
19/06/2024,2024,BMW 3 Series,195057,4,Europe,Germany,Wholesale
24/01/2024,2024,BMW 2 Series,200163,5,Europe,Germany,Dealership
10/09/2024,2024,BMW 8 Series,236655,2,Europe,Germany,Online
23/07/2024,2024,BMW X1,310606,8,Europe,Germany,Online
12/07/2024,2024,BMW 4 Series,265781,5,Europe,Germany,Wholesale
04/09/2024,2024,BMW X3,503259,10,Europe,Germany,Dealership
05/07/2024,2024,BMW iX,533953,5,Europe,Germany,Dealership
03/10/2024,2024,BMW X5,773287,10,Europe,Germany,Dealership
04/02/2024,2024,BMW 3 Series,327004,7,Europe,Germany,Dealership
14/11/2024,2024,BMW 1 Series,208309,5,Europe,Germany,Online
24/04/2024,2024,BMW M8,475850,3,Europe,Germany,Wholesale
03/02/2024,2024,BMW X4,139986,2,Europe,Germany,Online
12/01/2024,2024,BMW 5 Series,379442,6,Europe,Germany,Wholesale
20/10/2024,2024,BMW X3,241986,5,Europe,Germany,Wholesale
31/01/2024,2024,BMW X1,219396,5,Europe,Germany,Dealership
14/05/2024,2024,BMW X5,493130,6,Europe,Germany,Wholesale
01/10/2024,2024,BMW 1 Series,326717,8,Europe,Germany,Dealership
18/07/2024,2024,BMW X5,588430,7,Europe,Germany,Online
30/09/2024,2024,BMW X1,229162,5,Europe,Germany,Online
24/08/2024,2024,BMW X3,218439,4,Europe,Germany,Wholesale
04/01/2024,2024,BMW 3 Series,464698,9,Europe,Germany,Dealership
06/07/2024,2024,BMW 2 Series,225022,5,Europe,Germany,Online
17/02/2024,2024,BMW 3 Series,327358,6,Europe,Germany,Dealership
13/08/2024,2024,BMW M8,287159,2,Europe,Germany,Online
20/09/2024,2024,BMW X1,334076,7,Europe,Germany,Dealership
17/10/2024,2024,BMW 4 Series,363840,6,Europe,Germany,Dealership
09/06/2024,2024,BMW 4 Series,246243,5,Europe,Germany,Wholesale
30/11/2024,2024,BMW 3 Series,383430,7,Europe,Germany,Online
15/08/2024,2024,BMW 2 Series,169525,4,Europe,Germany,Dealership
30/03/2024,2024,BMW 3 Series,505127,10,Europe,Germany,Dealership
05/09/2024,2024,BMW M3,462308,6,Europe,Germany,Dealership
27/12/2024,2024,BMW 5 Series,290960,4,Europe,Germany,Online
03/10/2024,2024,BMW 5 Series,455225,7,Europe,Germany,Dealership
16/02/2024,2024,BMW M2,258440,4,Europe,Germany,Dealership
23/12/2024,2024,BMW 3 Series,314197,7,Europe,Germany,Online
03/07/2024,2024,BMW 1 Series,418844,11,Europe,Germany,Dealership
26/02/2024,2024,BMW 1 Series,269451,7,Europe,Germany,Online
26/12/2024,2024,BMW 1 Series,203453,6,Europe,Germany,Wholesale
10/07/2024,2024,BMW 1 Series,205528,5,Europe,Germany,Online
12/11/2024,2024,BMW X3,432762,9,Europe,Germany,Online
11/07/2024,2024,BMW iX,350208,4,Europe,Germany,Wholesale
21/11/2024,2024,BMW 5 Series,401507,5,Europe,Germany,Wholesale
25/12/2024,2024,BMW 5 Series,571786,9,Europe,Germany,Online
24/01/2024,2024,BMW X3,109404,2,Europe,Germany,Dealership
31/01/2024,2024,BMW M4,96119,1,Europe,Germany,Online
20/04/2024,2024,BMW M4,386862,5,Europe,Germany,Dealership
07/12/2024,2024,BMW X3,594512,10,Europe,Germany,Online
30/12/2024,2024,BMW 1 Series,123705,4,Europe,Germany,Dealership
07/10/2024,2024,BMW X5,506555,7,Europe,Germany,Dealership
31/05/2024,2024,BMW 1 Series,386786,9,Europe,Germany,Dealership
07/07/2024,2024,BMW 5 Series,390870,5,Europe,Germany,Dealership
17/08/2024,2024,BMW 1 Series,444448,11,Europe,Germany,Dealership
28/06/2024,2024,BMW 3 Series,572639,11,Europe,Germany,Dealership
11/10/2024,2024,BMW 5 Series,437759,7,Europe,Germany,Online
28/07/2024,2024,BMW 1 Series,327077,10,Europe,Germany,Dealership
18/06/2024,2024,BMW 7 Series,602604,6,Europe,Germany,Online
29/12/2024,2024,BMW M3,230502,3,Europe,Germany,Wholesale
05/04/2024,2024,BMW M8,407950,3,Europe,Germany,Dealership
22/09/2024,2024,BMW X2,420498,9,Europe,Germany,Dealership
17/07/2024,2024,BMW X1,255701,6,Europe,Germany,Online
18/09/2024,2024,BMW M4,402607,5,Europe,Germany,Wholesale
31/08/2024,2024,BMW 2 Series,184609,4,Europe,Germany,Online
30/12/2024,2024,BMW M4,255222,3,Europe,Germany,Dealership
14/03/2024,2024,BMW 4 Series,283645,6,Europe,Germany,Dealership
09/11/2024,2024,BMW 1 Series,360557,10,Europe,Germany,Dealership
20/03/2024,2024,BMW 3 Series,519969,11,Europe,Germany,Wholesale
26/06/2024,2024,BMW i4,188684,3,Europe,Germany,Dealership
16/03/2024,2024,BMW X2,205622,4,Europe,Germany,Dealership
15/09/2024,2024,BMW X5,348452,5,Europe,Germany,Online
24/04/2024,2024,BMW 3 Series,514022,10,Europe,Germany,Online
13/06/2024,2024,BMW 3 Series,422633,8,Europe,Germany,Online
09/12/2024,2024,BMW 3 Series,522003,11,Europe,Germany,Online
16/11/2024,2024,BMW X1,187195,5,Europe,Germany,Online
04/10/2024,2024,BMW X3,293173,6,Europe,Germany,Dealership
02/06/2024,2024,BMW X3,499648,8,Europe,Germany,Wholesale
06/04/2024,2024,BMW iX3,333166,5,Europe,Germany,Wholesale
13/08/2024,2024,BMW M3,366870,4,Europe,Germany,Online
19/04/2024,2024,BMW 2 Series,267683,5,Europe,Germany,Online
04/03/2024,2024,BMW 2 Series,386753,9,Europe,Germany,Dealership
08/03/2024,2024,BMW X3,678400,11,Europe,Germany,Online
28/12/2024,2024,BMW X2,131488,3,Europe,Germany,Dealership
29/02/2024,2024,BMW X3,226268,4,Europe,Germany,Online
23/03/2024,2024,BMW X1,420124,10,Europe,Germany,Dealership
20/10/2024,2024,BMW 2 Series,368071,7,Europe,Germany,Online
05/01/2024,2024,BMW iX3,216386,3,Europe,Germany,Online
27/07/2024,2024,BMW 4 Series,516014,11,Europe,Germany,Online
15/03/2024,2024,BMW M4,469885,6,Europe,Germany,Dealership
16/01/2024,2024,BMW i4,311519,5,Europe,Germany,Dealership
21/05/2024,2024,BMW 3 Series,697565,13,Europe,Germany,Wholesale
29/04/2024,2024,BMW X3,451914,8,Europe,Germany,Online
03/05/2024,2024,BMW M5,385685,3,Europe,Germany,Dealership
02/03/2024,2024,BMW X3,426747,9,Europe,Germany,Online
07/02/2024,2024,BMW 3 Series,624495,12,Europe,Germany,Online
06/07/2024,2024,BMW X3,104462,2,Europe,Germany,Wholesale
05/09/2024,2024,BMW X1,250318,6,Europe,Germany,Online
11/02/2024,2024,BMW 4 Series,313775,5,Europe,Germany,Online
01/04/2024,2024,BMW 3 Series,320850,7,Europe,Germany,Dealership
04/12/2024,2024,BMW 7 Series,580092,6,Europe,Germany,Wholesale
13/01/2024,2024,BMW 3 Series,331836,7,Europe,Germany,Wholesale
17/04/2024,2024,BMW 4 Series,288654,6,Europe,Germany,Dealership
05/01/2024,2024,BMW 2 Series,105181,2,Europe,Germany,Dealership
05/02/2024,2024,BMW 3 Series,369167,7,Europe,Germany,Online
28/07/2024,2024,BMW 3 Series,465629,10,Europe,Germany,Online
04/10/2024,2024,BMW X5,317262,4,Europe,Germany,Online
11/09/2024,2024,BMW 3 Series,711121,13,Europe,Germany,Dealership
04/01/2024,2024,BMW 3 Series,547592,10,Europe,Germany,Online
06/10/2024,2024,BMW M4,459924,5,Europe,Germany,Online
26/03/2024,2024,BMW 3 Series,660400,14,Europe,Germany,Online
16/09/2024,2024,BMW 5 Series,696400,9,Europe,Germany,Online
18/12/2024,2024,BMW X3,302611,6,Europe,Germany,Online
14/01/2024,2024,BMW M2,207333,3,Europe,Germany,Dealership
10/04/2024,2024,BMW 3 Series,521733,11,Europe,Germany,Online
29/11/2024,2024,BMW M4,273805,3,Europe,Germany,Dealership
10/07/2024,2024,BMW iX3,207049,3,Europe,Germany,Online
27/06/2024,2024,BMW 1 Series,296211,10,Europe,Germany,Online
06/04/2024,2024,BMW 1 Series,264387,8,Europe,Germany,Online
04/04/2024,2024,BMW 3 Series,378727,8,Europe,Germany,Online
12/05/2024,2024,BMW X5,330498,5,Europe,Germany,Online
22/02/2024,2024,BMW X1,186359,5,Europe,Germany,Online
09/06/2024,2024,BMW X3,676385,11,Europe,Germany,Wholesale
23/04/2024,2024,BMW 3 Series,386621,8,Europe,Germany,Dealership
12/03/2024,2024,BMW iX3,306274,5,Europe,Germany,Wholesale
27/01/2024,2024,BMW X3,314547,5,Europe,Germany,Wholesale
23/08/2024,2024,BMW 3 Series,372850,7,Europe,Germany,Wholesale
14/12/2024,2024,BMW 2 Series,258782,6,Europe,Germany,Online
23/10/2024,2024,BMW M8,292288,2,Europe,Germany,Online
18/04/2024,2024,BMW X3,233382,5,Europe,Germany,Dealership
25/10/2024,2024,BMW 5 Series,547249,9,Europe,Germany,Dealership
24/11/2024,2024,BMW X4,119555,2,Europe,Germany,Dealership
27/12/2024,2024,BMW 3 Series,473807,10,Europe,Germany,Dealership
17/10/2024,2024,BMW 1 Series,186758,6,Europe,Germany,Dealership
11/02/2024,2024,BMW X3,311700,6,Europe,Germany,Online
25/06/2024,2024,BMW M3,178078,2,Europe,Germany,Wholesale
18/07/2024,2024,BMW X3,178738,3,Europe,Germany,Online
22/07/2024,2024,BMW 3 Series,462116,9,Europe,Germany,Dealership
08/01/2024,2024,BMW 1 Series,128844,3,Europe,Germany,Online
13/08/2024,2024,BMW X4,131034,2,Europe,Germany,Dealership
01/07/2024,2024,BMW 5 Series,140834,2,Europe,Germany,Online
17/09/2024,2024,BMW 1 Series,420313,11,Europe,Germany,Dealership
25/03/2024,2024,BMW X1,420242,11,Europe,Germany,Dealership
03/05/2024,2024,BMW 5 Series,182183,3,Europe,Germany,Dealership
21/02/2024,2024,BMW iX,322029,3,Europe,Germany,Dealership
02/07/2024,2024,BMW M3,245643,3,Europe,Germany,Online
27/10/2024,2024,BMW M4,492865,6,Europe,Germany,Dealership
06/12/2024,2024,BMW i4,183745,3,Europe,Germany,Online
17/02/2024,2024,BMW 3 Series,417436,7,Europe,Germany,Online
13/12/2024,2024,BMW 2 Series,270495,6,Europe,Germany,Online
13/07/2024,2024,BMW 5 Series,276369,4,Europe,Germany,Online
19/09/2024,2024,BMW M3,173998,2,Europe,Germany,Online
02/04/2024,2024,BMW M2,393736,6,Europe,Germany,Online
24/12/2024,2024,BMW X5,735525,9,Europe,Germany,Online
01/02/2024,2024,BMW X1,301349,7,Europe,Germany,Online
01/09/2024,2024,BMW M5,535278,4,Europe,Germany,Online
02/08/2024,2024,BMW iX,403869,4,Europe,Germany,Dealership
17/02/2024,2024,BMW 3 Series,375755,8,Europe,Germany,Wholesale
19/04/2024,2024,BMW M4,469411,5,Europe,Germany,Dealership
09/09/2024,2024,BMW X2,173387,4,Europe,Germany,Wholesale
20/08/2024,2024,BMW X3,187902,4,Europe,Germany,Wholesale
24/12/2024,2024,BMW M5,386792,3,Europe,Germany,Online
17/02/2024,2024,BMW 2 Series,308951,6,Europe,Germany,Online
01/02/2024,2024,BMW M3,306332,4,Europe,Germany,Online
11/07/2024,2024,BMW X3,595266,10,Europe,Germany,Wholesale
17/05/2024,2024,BMW 2 Series,300393,6,Europe,Germany,Online
14/11/2024,2024,BMW X5,671801,9,Europe,Germany,Wholesale
18/08/2024,2024,BMW X2,83518,2,Europe,Germany,Dealership
18/11/2024,2024,BMW X1,126572,3,Europe,Germany,Dealership
12/10/2024,2024,BMW X3,311491,6,Europe,Germany,Dealership
17/08/2024,2024,BMW 7 Series,245117,2,Europe,Germany,Dealership
04/01/2024,2024,BMW 5 Series,370909,5,Europe,Germany,Dealership
23/02/2024,2024,BMW X1,154346,4,Europe,Germany,Dealership
07/02/2024,2024,BMW 3 Series,444042,10,Europe,Germany,Dealership
29/02/2024,2024,BMW M3,342968,4,Europe,Germany,Dealership
05/07/2024,2024,BMW X3,213224,4,Europe,Germany,Dealership
14/03/2024,2024,BMW 3 Series,453610,9,Europe,Germany,Online
15/01/2024,2024,BMW X5,166526,2,Europe,Germany,Dealership
08/02/2024,2024,BMW 3 Series,411529,8,Europe,Germany,Dealership
16/03/2024,2024,BMW X1,246841,5,Europe,Germany,Wholesale
17/07/2024,2024,BMW X1,192725,4,Europe,Germany,Dealership
25/03/2024,2024,BMW iX,532945,5,Europe,Germany,Wholesale
01/09/2024,2024,BMW 1 Series,434783,11,Europe,Germany,Online
06/01/2024,2024,BMW M2,297485,4,Europe,Germany,Online
29/04/2024,2024,BMW iX,306569,3,Europe,Germany,Online
31/12/2024,2024,BMW 5 Series,465693,6,Europe,Germany,Online
01/11/2024,2024,BMW 3 Series,469713,8,Europe,Germany,Wholesale
17/12/2024,2024,BMW M3,259235,3,Europe,Germany,Online
25/03/2024,2024,BMW X1,307626,8,Europe,Germany,Online
14/07/2024,2024,BMW X1,391811,8,Europe,Germany,Wholesale
19/07/2024,2024,BMW 5 Series,298884,5,Europe,Germany,Online
08/11/2024,2024,BMW 4 Series,377841,6,Europe,Germany,Online
13/09/2024,2024,BMW 1 Series,349990,11,Europe,Germany,Wholesale
13/06/2024,2024,BMW 5 Series,528408,8,Europe,Germany,Dealership
16/11/2024,2024,BMW X1,214327,5,Europe,Germany,Wholesale
13/06/2024,2024,BMW 1 Series,177384,5,Europe,Germany,Online
28/08/2024,2024,BMW X1,215739,5,Europe,Germany,Dealership
19/04/2024,2024,BMW 1 Series,308120,8,Europe,Germany,Online
22/05/2024,2024,BMW 1 Series,98247,3,Europe,Germany,Dealership
11/04/2024,2024,BMW X3,421569,8,Europe,Germany,Dealership
28/04/2024,2024,BMW 1 Series,273689,8,Europe,Germany,Online
06/08/2024,2024,BMW M5,118983,1,Europe,Germany,Wholesale
05/06/2024,2024,BMW 1 Series,183842,5,Europe,Germany,Online
03/05/2024,2024,BMW 1 Series,305172,8,Europe,Germany,Dealership
13/02/2024,2024,BMW 3 Series,418725,9,Europe,Germany,Online
18/06/2024,2024,BMW X1,194763,5,Europe,Germany,Dealership
28/09/2024,2024,BMW X5,511084,7,Europe,Germany,Dealership
06/12/2024,2024,BMW 4 Series,371643,7,Europe,Germany,Dealership
03/03/2024,2024,BMW 3 Series,525990,11,Europe,Germany,Dealership
02/12/2024,2024,BMW 4 Series,327427,7,Europe,Germany,Online
17/02/2024,2024,BMW X3,350211,6,Europe,Germany,Dealership
14/10/2024,2024,BMW 3 Series,302938,7,Europe,Germany,Online
20/11/2024,2024,BMW 7 Series,584971,5,Europe,Germany,Dealership
03/09/2024,2024,BMW M4,77635,1,Europe,Germany,Dealership
19/04/2024,2024,BMW 3 Series,321802,7,Europe,Germany,Dealership
25/02/2024,2024,BMW X2,298585,6,Europe,Germany,Dealership
09/02/2024,2024,BMW M5,216971,2,Europe,Germany,Dealership
15/07/2024,2024,BMW iX3,246247,4,Europe,Germany,Dealership
23/11/2024,2024,BMW 7 Series,628869,5,Europe,Germany,Dealership
14/01/2024,2024,BMW M2,314698,5,Europe,Germany,Online
10/07/2024,2024,BMW iX,314635,3,Europe,Germany,Wholesale
04/09/2024,2024,BMW X2,80054,2,Europe,Germany,Online
09/01/2024,2024,BMW 1 Series,256459,7,Europe,Germany,Online
02/10/2024,2024,BMW 3 Series,390297,7,Europe,Germany,Wholesale
17/10/2024,2024,BMW 2 Series,303495,6,Europe,Germany,Dealership
28/04/2024,2024,BMW 3 Series,304544,6,Europe,Germany,Wholesale
21/04/2024,2024,BMW X1,40505,1,Europe,Germany,Wholesale
28/12/2024,2024,BMW X3,495751,8,Europe,Germany,Online
06/04/2024,2024,BMW 3 Series,341054,7,Europe,Germany,Dealership
09/03/2024,2024,BMW X5,772555,9,Europe,Germany,Wholesale
13/09/2024,2024,BMW 3 Series,757682,13,Europe,Germany,Online
28/02/2024,2024,BMW X2,80628,2,Europe,Germany,Dealership
24/09/2024,2024,BMW X2,223832,5,Europe,Germany,Online
10/03/2024,2024,BMW 3 Series,459362,9,Europe,Germany,Dealership
02/03/2024,2024,BMW iX,635633,6,Europe,Germany,Dealership
18/12/2024,2024,BMW 4 Series,221636,4,Europe,Germany,Online
05/10/2024,2024,BMW X3,471512,8,Europe,Germany,Online
22/04/2024,2024,BMW 4 Series,409924,7,Europe,Germany,Dealership
14/03/2024,2024,BMW X1,411991,9,Europe,Germany,Dealership
07/12/2024,2024,BMW iX3,284781,4,Europe,Germany,Dealership
04/08/2024,2024,BMW iX,433835,4,Europe,Germany,Online
15/11/2024,2024,BMW 3 Series,591296,10,Europe,Germany,Online
24/01/2024,2024,BMW 3 Series,279069,6,Europe,Germany,Dealership
27/01/2024,2024,BMW M3,298719,4,Europe,Germany,Dealership
27/01/2024,2024,BMW 5 Series,308405,5,Europe,Germany,Online
27/04/2024,2024,BMW X3,232849,4,Europe,Germany,Wholesale
10/12/2024,2024,BMW i4,485121,7,Europe,Germany,Wholesale
12/12/2024,2024,BMW X7,251451,3,Europe,Germany,Dealership
19/09/2024,2024,BMW 7 Series,731466,6,Europe,Germany,Online
26/04/2024,2024,BMW i4,464822,7,Europe,Germany,Dealership
01/02/2024,2024,BMW 5 Series,473651,6,Europe,Germany,Wholesale
17/09/2024,2024,BMW i4,219690,4,Europe,Germany,Online
17/01/2024,2024,BMW 2 Series,190927,5,Europe,Germany,Dealership
12/08/2024,2024,BMW X1,377588,8,Europe,Germany,Wholesale
27/09/2024,2024,BMW 1 Series,236931,7,Europe,Germany,Dealership
01/06/2024,2024,BMW 1 Series,374324,11,Europe,Germany,Dealership
03/02/2024,2024,BMW X7,212669,2,Europe,Germany,Online
11/01/2024,2024,BMW X1,112397,3,Europe,Germany,Dealership
08/03/2024,2024,BMW i4,502290,8,Europe,Germany,Online
21/11/2024,2024,BMW 1 Series,433274,12,Europe,Germany,Online
18/12/2024,2024,BMW X3,290671,6,Europe,Germany,Dealership
